title,summary,published
"Climbing the Cliffs: Classifying YSOs in the Cosmic Cliffs JWST Data
  using a Probabilistic Random Forest","Among the first observations released to the public from the James Webb Space
Telescope (JWST) was a section of the star-forming region NGC 3324 known
colloquially as the ""Cosmic Cliffs."" We build a photometric catalog of the
region and test the ability of using the Probabilistic Random Forest machine
learning method to identify its Young Stellar Objects (YSOs). We find 450
candidate YSOs (cYSOs) out of 19~497 total objects within the field, 413 of
which are cYSOs not found in previous works. These classifications are verified
with several different metrics, including recall and precision. Using the
obtained probabilities of objects being YSOs, we employ a Monte Carlo approach
to determine the surface density of cYSOs in the Cosmic Cliffs, which we find
to be largely coincident with column densities derived from Herschel data, up
to a column density of 1.37 $\times$ 10$^{22}$ cm$^{-2}$. The newly determined
number and spatial distribution of YSOs in the Cosmic Cliffs demonstrate that
JWST is far more capable of detecting YSOs in dusty regions than Spitzer.
Comparisons of the observed colors and brightness of faint cYSOs with those of
pre-main-sequence models suggest JWST has detected a significant population of
sub-stellar YSOs in the Cosmic Cliffs. The size of this population further
suggests previous estimates of star formation efficiencies in molecular clouds
have been systematically low.",2023-01-12T00:41:33Z
"S-type stars from LAMOST DR10: classification of intrinsic and extrinsic
  stars","In this paper, we found 2939 S-type stars from LAMOST Data Release 10 using
two machine-learning methods, and 2306 of them were reported for the first
time. The main purpose of this work is to study how to divide S-type stars into
intrinsic and extrinsic stars with photometric data and LAMOST spectra. Using
infrared photometric data, we adopted two methods to distinguish S-type stars,
i.e., XGBoost algorithm and color-color diagrams. We trained XGBoost model with
15 input features consisting of colors and absolute magnitudes of Two Micron
All Sky Survey (2MASS), AllWISE, AKARI, and IRAS, and found that the model
trained by input features with 2MASS, AKARI, and IRAS data has the highest
accuracy of 95.52%. Furthermore, using this XGBoost model, we found four
color-color diagrams with six infrared color criteria to divide S-type stars,
which has an accuracy of about 90%. Applying the two methods to the 2939 S-type
stars, 381 (XGBoost)/336 (color-color diagrams) intrinsic and 495 (XGBoost)/82
(color-color diagrams) extrinsic stars were classified, respectively. Using
these photometrically classified intrinsic and extrinsic stars, we retrained
XGBoost model with their blue and red medium-resolution spectra, and the 2939
stars were divided into 855 intrinsic and 2056 extrinsic stars from spectra
with an accuracy of 94.82%. In addition, we also found four spectral regions of
Zr I (6451.6A), Ne II (6539.6A), H{\alpha} (6564.5A), and Fe I (6609.1A) and C
I (6611.4A) are the most important features, which can reach an accuracy of
92.1% when using them to classify S-type stars.",2023-05-16T09:03:37Z
"StarUnLink: identifying and mitigating signals from communications
  satellites in stellar spectral surveys","A relatively new concern for the forthcoming massive spectroscopic sky
surveys is the impact of contamination from low earth orbit satellites. Several
hundred thousand of these satellites are licensed for launch in the next few
years and it has been estimated that, in some cases, up to a few percent of
spectra could be contaminated when using wide field, multi-fiber spectrographs.
In this paper, a multi-staged approach is used to assess the practicality and
limitations of identifying and minimizing the impact of satellite contamination
in a WEAVE-like stellar spectral survey. We develop a series of
convolutional-network based architectures to attempt identification, stellar
parameter and chemical abundances recovery, and source separation of stellar
spectra that we artificially contaminate with satellite (i.e. solar-like)
spectra. Our results show that we are able to flag 67% of all contaminated
sources at a precision level of 80% for low-resolution spectra and 96% for
high-resolution spectra. Additionally, we are able to remove the contamination
from the spectra and recover the clean spectra with a $<$1% reconstruction
error. The errors in stellar parameter predictions reduce by up to a factor of
2-3 when either including contamination as an augmentation to a training set or
by removing the contamination from the spectra, with overall better performance
in the former case. The presented methods illustrate several machine learning
mitigation strategies that can be implemented to improve stellar parameters for
contaminated spectra in the WEAVE stellar spectroscopic survey and others like
it.",2023-06-28T18:15:32Z
KilonovAE: Exploring Kilonova Spectral Features with Autoencoders,"Kilonovae are likely a key site of heavy r-process element production in the
Universe, and their optical/infrared spectra contain insights into both the
properties of the ejecta and the conditions of the r-process. However, the
event GW170817/AT2017gfo is the only kilonova so far with well-observed
spectra. To understand the diversity of absorption features that might be
observed in future kilonovae spectra, we use the TARDIS Monte Carlo radiative
transfer code to simulate a suite of optical spectra spanning a wide range of
kilonova ejecta properties and r-process abundance patterns. To identify the
most common and prominent absorption lines, we perform dimensionality reduction
using an autoencoder, and we find spectra clusters in the latent space
representation using a Bayesian Gaussian Mixture model. Our synthetic kilonovae
spectra commonly display strong absorption by strontium Sr II, yttrium Y II,
and zirconium Zr I - II, with strong lanthanide contributions at low electron
fractions (Ye < 0.25). When a new kilonova is observed, our machine learning
framework will provide context on the dominant absorption lines and key ejecta
properties, helping to determine where this event falls within the larger 'zoo'
of kilonovae spectra.",2023-08-29T22:27:08Z
Semantic Segmentation of Solar Radio Spikes at Low Frequencies,"Solar radio spikes are short lived, narrow bandwidth features in low
frequency solar radio observations. The timing of their occurrence and the
number of spikes in a given observation is often unpredictable. The high
temporal and frequency of resolution of modern radio telescopes such as NenuFAR
mean that manually identifying radio spikes is an arduous task. Machine
learning approaches to data exploration in solar radio data is on the rise.
Here we describe a convolutional neural network to identify the per pixel
location of radio spikes as well as determine some simple characteristics of
duration, spectral width and drift rate. The model, which we call SpikeNet, was
trained using an Nvidia Tesla T4 16GB GPU with ~100000 sample spikes in a total
time of 2.2 hours. The segmentation performs well with an intersection over
union in the test set of ~0.85. The root mean squared error for predicted spike
properties is of the order of 23%. Applying the algorithm to unlabelled data
successfully generates segmentation masks although the accuracy of the
predicted properties is less reliable, particularly when more than one spike is
present in the same 64 X 64 pixel time-frequency range. We have successfully
demonstrated that our convolutional neural network can locate and characterise
solar radio spikes in a number of seconds compared to the weeks it would take
for manual identification.",2024-03-13T13:59:40Z
"Constraining Protoplanetary Disk Winds from Forbidden Line Profiles with
  Simulation-based Inference","Protoplanetary disks are the sites of vigorous hydrodynamic processes, such
as accretion and outflows, and ultimately establish the conditions for the
formation of planets. The properties of disk outflows are often inferred
through analysis of forbidden emission lines. These lines contain multiple
overlapping components, tracing different emission regions with different
processes that excite them: a high-velocity component (tracing a jet), a broad
low-velocity component (tracing inner disk wind), and a narrow low-velocity
component (tracing outer disk wind). They are also heavily contaminated by
background spectral features. All of these challenges call into question the
traditional approach of fitting Gaussian components to the line profiles, and
cloud the physical interpretation of those components. We introduce a novel
statistical technique to analyze emission lines in protoplanetary disks.
Simulation-Based Inference is a computationally efficient machine learning
technique that produces posterior distributions of the parameters (e.g.
magnetic field, radiation sources, geometry) of a representative wind model
when given a spectrum, without any prior assumption about line shapes
(e.g.symmetry). In this pathfinder study, we demonstrate that this technique
indeed accurately recovers the parameters from simulated spectra without noise
and background. A following work will deal with the analysis of observed
spectra.",2024-03-15T12:27:01Z
"Quantitative modelling of type Ia supernovae spectral time series:
  Constraining the explosion physics","Multiple explosion mechanisms have been proposed to explain type Ia
supernovae (SNe Ia). Empirical modelling tools have also been developed that
allow for fast, customised modelling of individual SNe and direct comparisons
between observations and explosion model predictions. Such tools have provided
useful insights, but the subjective nature with which empirical modelling is
performed makes it difficult to obtain robust constraints on the explosion
physics or expand studies to large populations of objects. Machine learning
accelerated tools have therefore begun to gain traction. In this paper, we
present riddler, a framework for automated fitting of SNe Ia spectral sequences
up to shortly after maximum light. We train a series of neural networks on
realistic ejecta profiles predicted by the W7 and N100 explosion models to
emulate full radiative transfer simulations and apply nested sampling to
determine the best-fitting model parameters for multiple spectra of a given SN
simultaneously. We show that riddler is able to accurately recover the
parameters of input spectra and use it to fit observations of two well-studied
SNe Ia. We also investigate the impact of different weighting schemes when
performing quantitative spectral fitting and show that best-fitting models and
parameters are highly dependent on the assumed weighting schemes and priors. As
spectroscopic samples of SNe Ia continue to grow, automated spectral fitting
tools such as riddler will become increasingly important to maximise the
physical constraints that can be gained in a quantitative and consistent
manner.",2024-03-25T15:58:06Z
"Super-Resolution of SOHO/MDI Magnetograms of Solar Active Regions Using
  SDO/HMI Data and an Attention-Aided Convolutional Neural Network","Image super-resolution has been an important subject in image processing and
recognition. Here, we present an attention-aided convolutional neural network
(CNN) for solar image super-resolution. Our method, named SolarCNN, aims to
enhance the quality of line-of-sight (LOS) magnetograms of solar active regions
(ARs) collected by the Michelson Doppler Imager (MDI) on board the Solar and
Heliospheric Observatory (SOHO). The ground-truth labels used for training
SolarCNN are the LOS magnetograms collected by the Helioseismic and Magnetic
Imager (HMI) on board the Solar Dynamics Observatory (SDO). Solar ARs consist
of strong magnetic fields in which magnetic energy can suddenly be released to
produce extreme space weather events, such as solar flares, coronal mass
ejections, and solar energetic particles. SOHO/MDI covers Solar Cycle 23, which
is stronger with more eruptive events than Cycle 24. Enhanced SOHO/MDI
magnetograms allow for better understanding and forecasting of violent events
of space weather. Experimental results show that SolarCNN improves the quality
of SOHO/MDI magnetograms in terms of the structural similarity index measure
(SSIM), Pearson's correlation coefficient (PCC), and the peak signal-to-noise
ratio (PSNR).",2024-03-27T06:58:01Z
"Metallicity of RR Lyrae stars from the Gaia Data Release 3 catalogue
  computed with Machine Learning algorithms","We present new $P -\phi_{31}-{\rm [Fe/H]}$ and $P -\phi_{31}- A_2 - {\rm
[Fe/H]}$ relations for fundamental-mode (RRab) and first-overtone mode (RRc) RR
Lyrae stars (RRLs), respectively. The relations were calibrated based on
pulsation periods and Fourier parameters of the RRL light curves in the Gaia
$G$-band published in the Gaia Data Release 3 (DR3), and accurate
spectroscopically measured metallicities available in the literature. We apply
the feature selection algorithm to identify the most relevant parameters for
the determination of metallicity. To fit the relations, we used the Bayesian
approach, which allowed us to carefully take into account uncertainties in
various parameters and the intrinsic scatter of the relations. The root mean
squared errors of the predicted metallicity values in the training samples are
0.28 dex and 0.21 dex for RRab and RRc stars, respectively, comparable with the
typical uncertainty of low/intermediate resolution spectroscopic metallicity
measurements. We applied the new relations to measure individual metallicities
and distances to $\sim$ 134,000 RRLs from the Gaia DR3 catalogue, as well as
mean metallicities and distances to 38 Milky Way globular clusters. We also
estimate the mean metallicity and distance to the Large Magellanic Cloud (LMC)
and Small Magellanic Cloud (SMC): ${\rm [Fe/H]_{LMC} = -1.63\pm0.36}$ and
$\mu_{\rm LMC}=18.55\pm0.18$~mag, ${\rm [Fe/H]_{SMC}=-1.86\pm0.36}$~dex and
$\mu_{\rm SMC}=19.01\pm 0.17$~mag, respectively, in excellent agreement with
previous measurements.",2024-07-08T10:51:41Z
"The K2 Galactic Archaeology Program Data Release 3: Age-abundance
  patterns in C1-C8 and C10-C18","We present the third and final data release of the K2 Galactic Archaeology
Program (K2 GAP) for Campaigns C1-C8 and C10-C18. We provide asteroseismic
radius and mass coefficients, $\kappa_R$ and $\kappa_M$, for $\sim 19,000$ red
giant stars, which translate directly to radius and mass given a temperature.
As such, K2 GAP DR3 represents the largest asteroseismic sample in the
literature to date. K2 GAP DR3 stellar parameters are calibrated to be on an
absolute parallactic scale based on Gaia DR2, with red giant branch and red
clump evolutionary state classifications provided via a machine-learning
approach. Combining these stellar parameters with GALAH DR3 spectroscopy, we
determine asteroseismic ages with precisions of $\sim 20-30\%$ and compare
age-abundance relations to Galactic chemical evolution models among both low-
and high-$\alpha$ populations for $\alpha$, light, iron-peak, and
neutron-capture elements. We confirm recent indications in the literature of
both increased Ba production at late Galactic times, as well as significant
contribution to r-process enrichment from prompt sources associated with, e.g.,
core-collapse supernovae. With an eye toward other Galactic archaeology
applications, we characterize K2 GAP DR3 uncertainties and completeness using
injection tests, suggesting K2 GAP DR3 is largely unbiased in mass/age and with
uncertainties of $2.9\%\,(\rm{stat.})\,\pm0.1\%\,(\rm{syst.})$ &
$6.7\%\,(\rm{stat.})\,\pm0.3\%\,(\rm{syst.})$ in $\kappa_R$ & $\kappa_M$ for
red giant branch stars and $4.7\%\,(\rm{stat.})\,\pm0.3\%\,(\rm{syst.})$ &
$11\%\,(\rm{stat.})\,\pm0.9\%\,(\rm{syst.})$ for red clump stars. We also
identify percent-level asteroseismic systematics, which are likely related to
the time baseline of the underlying data, and which therefore should be
considered in TESS asteroseismic analysis.",2021-08-11T21:35:47Z
The EPOCH Project: I. Periodic variable stars in the EROS-2 LMC database,"The EPOCH (EROS-2 periodic variable star classification using machine
learning) project aims to detect periodic variable stars in the EROS-2 light
curve database. In this paper, we present the first result of the
classification of periodic variable stars in the EROS-2 LMC database. To
classify these variables, we first built a training set by compiling known
variables in the Large Magellanic Cloud area from the OGLE and MACHO surveys.
We crossmatched these variables with the EROS-2 sources and extracted 22
variability features from 28 392 light curves of the corresponding EROS-2
sources. We then used the random forest method to classify the EROS-2 sources
in the training set. We designed the model to separate not only $\delta$ Scuti
stars, RR Lyraes, Cepheids, eclipsing binaries, and long-period variables, the
superclasses, but also their subclasses, such as RRab, RRc, RRd, and RRe for RR
Lyraes, and similarly for the other variable types. The model trained using
only the superclasses shows 99% recall and precision, while the model trained
on all subclasses shows 87% recall and precision. We applied the trained model
to the entire EROS-2 LMC database, which contains about 29 million sources, and
found 117 234 periodic variable candidates. Out of these 117 234 periodic
variables, 55 285 have not been discovered by either OGLE or MACHO variability
studies. This set comprises 1 906 $\delta$ Scuti stars, 6 607 RR Lyraes, 638
Cepheids, 178 Type II Cepheids, 34 562 eclipsing binaries, and 11 394
long-period variables. A catalog of these EROS-2 LMC periodic variable stars
will be available online at http://stardb.yonsei.ac.kr and at the CDS website
(http://vizier.u-strasbg.fr/viz-bin/VizieR).",2014-03-24T20:04:10Z
A Package for the Automated Classification of Periodic Variable Stars,"We present a machine learning package for the classification of periodic
variable stars. Our package is intended to be general: it can classify any
single band optical light curve comprising at least a few tens of observations
covering durations from weeks to years, with arbitrary time sampling. We use
light curves of periodic variable stars taken from OGLE and EROS-2 to train the
model. To make our classifier relatively survey-independent, it is trained on
16 features extracted from the light curves (e.g. period, skewness, Fourier
amplitude ratio). The model classifies light curves into one of seven
superclasses - Delta Scuti, RR Lyrae, Cepheid, Type II Cepheid, eclipsing
binary, long-period variable, non-variable - as well as subclasses of these,
such as ab, c, d, and e types for RR Lyraes. When trained to give only
superclasses, our model achieves 0.98 for both recall and precision as measured
on an independent validation dataset (on a scale of 0 to 1). When trained to
give subclasses, it achieves 0.81 for both recall and precision. In order to
assess classification performance of the subclass model, we applied it to the
MACHO, LINEAR, and ASAS periodic variables, which gave recall/precision of
0.92/0.98, 0.89/0.96, and 0.84/0.88, respectively. We also applied the subclass
model to Hipparcos periodic variable stars of many other variability types that
do not exist in our training set, in order to examine how much those types
degrade the classification performance of our target classes. In addition, we
investigate how the performance varies with the number of data points and
duration of observations. We find that recall and precision do not vary
significantly if the number of data points is larger than 80 and the duration
is more than a few weeks. The classifier software of the subclass model is
available from the GitHub repository (https://goo.gl/xmFO6Q).",2015-12-05T02:23:45Z
"An artificial neural network to discover Hypervelocity stars: Candidates
  in Gaia DR1/TGAS","The paucity of hypervelocity stars (HVSs) known to date has severely hampered
their potential to investigate the stellar population of the Galactic Centre
and the Galactic Potential. The first Gaia data release gives an opportunity to
increase the current sample. The challenge is the disparity between the
expected number of hypervelocity stars and that of bound background stars. We
have applied a novel data mining algorithm based on machine learning
techniques, an artificial neural network, to the Tycho-Gaia astrometric
solution (TGAS) catalogue. With no pre-selection of data, we could exclude
immediately $\sim 99 \%$ of the stars in the catalogue and find 80 candidates
with more than $90\%$ predicted probability to be HVSs, based only on their
position, proper motions, and parallax. We have cross-checked our findings with
other spectroscopic surveys, determining radial velocities for 30 and
spectroscopic distances for 5 candidates. In addition, follow-up observations
have been carried out at the Isaac Newton Telescope for 22 stars, for which we
obtained radial velocities and distance estimates. We discover 14 stars with a
total velocity in the Galactic rest frame > 400 km/s, and 5 of these have a
probability $>50\%$ of being unbound from the Milky Way. Tracing back their
orbits in different Galactic potential models we find one possible unbound HVS
with velocity $\sim$ 520 km/s, 5 bound HVSs, and, notably, 5 runaway stars with
median velocity between 400 and 780 km/s. At the moment, uncertainties in the
distance estimates and ages are too large to confirm the nature of our
candidates by narrowing down their ejection location, and we wait for future
Gaia releases to validate the quality of our sample. This test successfully
demonstrates the feasibility of our new data mining routine.",2017-04-26T07:12:24Z
Modelling the structure of star clusters with fractional Brownian motion,"The degree of fractal substructure in molecular clouds can be quantified by
comparing them with Fractional Brownian Motion (FBM) surfaces or volumes. These
fields are self-similar over all length scales and characterised by a drift
exponent $H$, which describes the structural roughness. Given that the
structure of molecular clouds and the initial structure of star clusters are
almost certainly linked, it would be advantageous to also apply this analysis
to clusters. Currently, the structure of star clusters is often quantified by
applying $\mathcal{Q}$ analysis. $\mathcal{Q}$ values from observed targets are
interpreted by comparing them with those from artificial clusters. These are
typically generated using a Box-Fractal (BF) or Radial Density Profile (RDP)
model. We present a single cluster model, based on FBM, as an alternative to
these models. Here, the structure is parameterised by $H$, and the standard
deviation of the log-surface/volume density $\sigma$. The FBM model is able to
reproduce both centrally concentrated and substructured clusters, and is able
to provide a much better match to observations than the BF model. We show that
$\mathcal{Q}$ analysis is unable to estimate FBM parameters. Therefore, we
develop and train a machine learning algorithm which can estimate values of $H$
and $\sigma$, with uncertainties. This provides us with a powerful method for
quantifying the structure of star clusters in terms which relate to the
structure of molecular clouds. We use the algorithm to estimate the $H$ and
$\sigma$ for several young star clusters, some of which have no measurable BF
or RDP analogue.",2018-04-18T16:36:03Z
"Ages and Masses of 0.64 million Red Giant Branch stars from the LAMOST
  Galactic Spectroscopic Survey","We present a catalog of stellar age and mass estimates for a sample of
640\,986 red giant branch (RGB) stars of the Galactic disk from the LAMOST
Galactic Spectroscopic Survey (DR4). The RGB stars are distinguished from the
red clump stars utilizing period spacing derived from the spectra with a
machine learning method based on kernel principal component analysis (KPCA).
Cross-validation suggests our method is capable of distinguishing RC from RGB
stars with only 2 per cent contamination rate for stars with signal-to-noise
ratio (SNR) higher than 50. The age and mass of these RGB stars are determined
from their LAMOST spectra with KPCA method by taking the LAMOST - $Kepler$
giant stars having asteroseismic parameters and the LAMOST-TGAS sub-giant stars
based on isochrones as training sets. Examinations suggest that the age and
mass estimates of our RGB sample stars with SNR $>$ 30 have a median error of
30 per cent and 10 per cent, respectively. Stellar ages are found to exhibit
positive vertical and negative radial gradients across the disk, and the age
structure of the disk is strongly flared across the whole disk of
$6<R<13$\,kpc. The data set demonstrates good correlations among stellar age,
[Fe/H] and [$\alpha$/Fe]. There are two separate sequences in the [Fe/H] --
[$\alpha$/Fe] plane: a high--$\alpha$ sequence with stars older than
$\sim$\,8\,Gyr and a low--$\alpha$ sequence composed of stars with ages
covering the whole range of possible ages of stars. We also examine relations
between age and kinematic parameters derived from the Gaia DR2 parallax and
proper motions. Both the median value and dispersion of the orbital
eccentricity are found to increase with age. The vertical angular momentum is
found to fairly smoothly decrease with age from 2 to 12\,Gyr, with a rate of
about $-$50\,kpc\,km\,s$^{-1}$\,Gyr$^{-1}$. A full table of the catalog is
public available online.",2019-01-22T10:02:54Z
"Supernova Photometric Classification Pipelines Trained on
  Spectroscopically Classified Supernovae from the Pan-STARRS1 Medium-Deep
  Survey","Photometric classification of supernovae (SNe) is imperative as recent and
upcoming optical time-domain surveys, such as the Large Synoptic Survey
Telescope (LSST), overwhelm the available resources for spectrosopic follow-up.
Here we develop a range of light curve classification pipelines, trained on 518
spectroscopically-classified SNe from the Pan-STARRS1 Medium-Deep Survey
(PS1-MDS): 357 Type Ia, 93 Type II, 25 Type IIn, 21 Type Ibc, and 17 Type I
SLSNe. We present a new parametric analytical model that can accommodate a
broad range of SN light curve morphologies, including those with a plateau, and
fit this model to data in four PS1 filters (griz). We test a number of feature
extraction methods, data augmentation strategies, and machine learning
algorithms to predict the class of each SN. Our best pipelines result in 90%
average accuracy, 70% average purity, and 80% average completeness for all SN
classes, with the highest success rates for Type Ia SNe and SLSNe and the
lowest for Type Ibc SNe. Despite the greater complexity of our classification
scheme, the purity of our Type Ia SN classification, 95%, is on par with
methods developed specifically for Type Ia versus non-Type Ia binary
classification. As the first of its kind, this study serves as a guide to
developing and training classification algorithms for a wide range of SN types
with a purely empirical training set, particularly one that is similar in its
characteristics to the expected LSST main survey strategy. Future work will
implement this classification pipeline on ~3000 PS1/MDS light curves that lack
spectroscopic classification.",2019-05-17T18:18:25Z
The Milky Way Project Second Data Release: Bubbles and Bow Shocks,"Citizen science has helped astronomers comb through large data sets to
identify patterns and objects that are not easily found through automated
processes. The Milky Way Project (MWP), a citizen science initiative on the
Zooniverse platform, presents internet users with infrared (IR) images from
Spitzer Space Telescope Galactic plane surveys. MWP volunteers make
classification drawings on the images to identify targeted classes of
astronomical objects. We present the MWP second data release (DR2) and an
updated data reduction pipeline written in Python. We aggregate ${\sim}3$
million classifications made by MWP volunteers during the years 2012-2017 to
produce the DR2 catalogue, which contains 2600 IR bubbles and 599 candidate
bow-shock driving stars. The reliability of bubble identifications, as assessed
by comparison to visual identifications by trained experts and scoring by a
machine-learning algorithm, is found to be a significant improvement over DR1.
We assess the reliability of IR bow shocks via comparison to expert
identifications and the colours of candidate bow-shock driving stars in the
2MASS point-source catalogue. We hence identify highly-reliable subsets of 1394
DR2 bubbles and 453 bow-shock driving stars. Uncertainties on object
coordinates and bubble size/shape parameters are included in the DR2 catalog.
Compared with DR1, the DR2 bubbles catalogue provides more accurate shapes and
sizes. The DR2 catalogue identifies 311 new bow shock driving star candidates,
including three associated with the giant HII regions NGC 3603 and RCW 49.",2019-05-28T18:00:00Z
"Compact planetary nebulae: Improved IR diagnostic criteria based on
  classification tree modelling","Planetary nebulae (PNe) are strong H$\alpha$ line-emitters and a lot of new
PNe discoveries have been made by the SuperCOSMOS AAO/UKST H$\alpha$ Survey
(SHS) and the Isaac Newton Telescope Photometric H$\alpha$ Survey (IPHAS).
However, the list of auto-generated H$\alpha$-excess candidates from these
surveys as well as any photometric survey, prior to spectroscopic follow-up to
confirm their nature, contains all varieties of H$\alpha$-line emitters like
young stellar objects (YSOs), H II regions, compact PNe and emission line stars
of all kinds. The aim of this work is to find new infrared criteria that can
better distinguish compact PNe from their mimics using a machine learning
approach and the photometric data from the Two-Micron All-Sky Survey and
Wide-field Infrared Survey Explorer. Three classification tree models have been
developed with the following colour criteria: W1-W4$\ge$7.87 and J-H$<$1.10;
H-W2$\ge$2.24 and J-H$<$0.50; and Ks-W3$\ge$6.42 and J-H$<$1.31 providing a
list of candidates, characterized by a high probability to be genuine PNe. The
contamination of this list of candidates from Ha mimics is low but not
negligible. By applying these criteria to the IPHAS list of PN candidates and
the entire IPHAS and VPHAS+ DR2 catalogues, we find 141 sources, from which 92
are known PNe, 39 are new very likely compact PNe (without an available
classification or uncertain) and 10 are classified as H II regions, Wolf-Rayet
stars, AeBe stars and YSOs. The occurrence of false positive identifications in
this technique is between 10 and 15 per cent.",2019-07-23T17:33:58Z
"Informing the Cataclysmic Variable Donor Sequence from Gaia DR2
  Color-Magnitude and Inferred Variability Metrics","Short-period cataclysmic variables (spCVs), with orbital periods below the
period gap ($P_{orb}$ < 2 hr), offer insight into the evolutionary models of
CVs and can serve as strong emitters of gravitational waves (GWs). To identify
new spCV candidates, we crossmatch a catalog of known CVs to sources with
robust parallaxes in the Gaia second data release (DR2). We uncover and fit an
apparently monotonic relationship between the color--absolute-magnitude diagram
(CMD) position and $P_{orb}$ of these CVs, revealed in DR2. To supplement this
relation, we develop a method for identifying sources with large photometric
variability, a characteristic trait of spCVs. Using all available Gaia light
curves, we construct a machine-learned regression model to predict variability
metrics for sources in the CMD locus of known spCVs based solely on
time-averaged covariates present in DR2. Using this approach we identify 3,253
candidate spCVs, of which $\sim$95% are previously unknown. Inspection of
archival SDSS spectra of these candidates suggests that $>$82% are likely to be
spCVs: a noticeably higher recovery rate than previous light curve searches,
which bias toward active systems. We obtain optical spectra of 9 new systems at
Lick Observatory and confirm that all objects are CV systems. We measure
$P_{orb}$ for 7 systems using archival Gaia and Palomar Transient Factory light
curves, 3 of which do not have previous $P_{orb}$ measurements. We use the
CMD-$P_{orb}$ relation to infer the detectability of these systems to the
upcoming LISA mission, and find that six sources may be coherent LISA
verification binaries, with an estimated SNR > 5 in the 4 yr mission. This
paper demonstrates that the time-averaged Gaia catalog is a powerful tool in
the methodical discovery and characterization of time-varying objects, making
it complementary to missions like ZTF, TESS, and the Vera Rubin LSST.",2020-11-24T17:52:52Z
"Classification of High-resolution Solar Hα Spectra using
  t-distributed Stochastic Neighbor Embedding","The H{\alpha} spectral line is a well-studied absorption line revealing
properties of the highly structured and dynamic solar chromosphere. Typical
features with distinct spectral signatures in H{\alpha} include filaments and
prominences, bright active-region plages, superpenumbrae around sunspots,
surges, flares, Ellerman bombs, filigree, and mottles and rosettes, among
others. This study is based on high-spectral resolution H{\alpha} spectra
obtained with the echelle spectrograph of the Vacuum Tower Telescope (VTT)
located at Observatorio del Teide (ODT), Tenerife, Spain. The t-distributed
Stochastic Neighbor Embedding (t-SNE) is a machine learning algorithm, which is
used for nonlinear dimensionality reduction. In this application, it projects
H{\alpha} spectra onto a two-dimensional map, where it becomes possible to
classify the spectra according to results of Cloud Model (CM) inversions. The
CM parameters optical depth, Doppler width, line-of-sight velocity, and source
function describe properties of the cloud material. Initial results of t-SNE
indicate its strong discriminatory power to separate quiet-Sun and plage
profiles from those that are suitable for CM inversions. In addition, a
detailed study of various t-SNE parameters is conducted, the impact of seeing
conditions on the classification is assessed, results for various types of
input data are compared, and the identified clusters are linked to
chromospheric features. Although t-SNE proves to be efficient in clustering
high-dimensional data, human inference is required at each step to interpret
the results. This exploratory study provides a framework and ideas on how to
tailor a classification scheme towards specific spectral data and science
questions.",2020-11-26T10:17:12Z
"3D Morphology of Open Clusters in the Solar Neighborhood with Gaia EDR3:
  its Relation to Cluster Dynamics","We analyze the 3D morphology and kinematics of 13 open clusters (OCs) located
within 500 pc of the Sun, using Gaia EDR3 and kinematic data from literature.
Members of OCs are identified using the unsupervised machine learning method
StarGO, using 5D parameters (X, Y, Z, $\mu_\alpha \cos\delta, \mu_\delta$). The
OC sample covers an age range of 25Myr--2.65Gyr. We correct the asymmetric
distance distribution due to the parallax error using Bayesian inversion. The
uncertainty in the corrected distance for a cluster at 500~pc is 3.0--6.3~pc,
depending on the intrinsic spatial distribution of its members. We determine
the 3D morphology of the OCs in our sample and fit the spatial distribution of
stars within the tidal radius in each cluster with an ellipsoid model. The
shapes of the OCs are well-described with oblate spheroids (NGC2547, NGC2516,
NGC2451A, NGC2451B, NGC2232), prolate spheroids (IC2602, IC4665, NGC2422,
Blanco1, Coma Berenices), or triaxial ellipsoids (IC2391, NGC6633, NGC6774).
The semi-major axis of the fitted ellipsoid is parallel to the Galactic plane
for most clusters. Elongated filament-like substructures are detected in three
young clusters (NGC2232, NGC2547, NGC2451B), while tidal-tail-like
substructures (tidal tails) are found in older clusters (NGC2516, NGC6633,
NGC6774, Blanco1, Coma Berenices). Most clusters may be super-virial and
expanding. $N$-body models of rapid gas expulsion with an SFE of $\approx 1/3$
are consistent with clusters more massive than $250\rm M_\odot$, while clusters
less massive than 250$\rm M_\odot$ tend to agree with adiabatic gas expulsion
models. Only six OCs (NGC2422, NGC6633, and NGC6774, NGC2232, Blanco1, Coma
Berenices) show clear signs of mass segregation.",2021-02-21T04:55:22Z
